,Form,Topic Category,Rank,Type,Polarity
0,guest,concept,1,Top>Person,N
2,dollar,concept,3,Top>Unit>Currency,N
3,bill,concept,4,Top,N
8,guest,concept,9,Top>Person,N
35,telephone,concept,4,Top>Id>PhoneNumber,N
97,room,concept,8,Top>Location>Facility,N
99,room,concept,10,Top>Location>Facility,N
100,Jerusalem,entity,1,Top>Location>GeoPoliticalEntity>City,N
103,pain,concept,2,Top>OtherEntity>Disease,N
109,plug,concept,8,Top>Product,N
120,The Intercontinental,entity,3,Top,N
125,elevator,concept,3,Top>Location>Facility,N
126,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
131,man,concept,9,Top>Person,N
132,fault,concept,10,Top,N
134,group,concept,12,Top>Organization,N
138,toilet,concept,16,Top>Location>Facility,N
139,brush,concept,17,Top>Product>Machine>Instrument,N
143,shock,concept,21,Top>OtherEntity>Disease,N
149,brush,concept,27,Top>Product>Machine>Instrument,N
154,culture,concept,32,Top,N
161,brush,concept,39,Top>Product,N
165,bathroom,concept,43,Top>Location>Facility,N
170,service,concept,48,Top>Product>ProfessionalService,N
178,fight,concept,56,Top>Event,N
186,doorman,concept,64,Top>OtherEntity>Vocation,N
219,fault,concept,4,Top,N
374,old-fashioned,concept,5,Top>Person,N
382,bathroom,concept,13,Top>Location>Facility,N
459,filling,concept,3,Top,N
461,breakfast,concept,5,Top>Event,N
462,breakfast,concept,6,Top>Product>Food,N
466,average,concept,10,Top,N
496,shower,concept,2,Top>Event>NaturalPhenomena,N
497,cold,concept,3,Top>OtherEntity>Disease,N
505,cold,concept,11,Top>Event>NaturalPhenomena,N
536,restaurant,concept,8,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N
581,mistake,concept,12,Top>OtherEntity,N
582,quality of the product,concept,13,Top,N
616,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,N
617,Educational Opportunities,entity,2,Top,N
642,mattress,concept,24,Top>Product,N
643,arrangement,concept,25,Top>OtherEntity,N
695,lighting,concept,5,Top,N
733,The Foods,entity,1,Top,N
734,The Grand Park Hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
736,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
738,group,concept,4,Top>Organization,N
839,complaint,concept,4,Top>OtherEntity>Disease,N
847,complaint,concept,12,Top,N
860,The staff,entity,6,Top>Organization,N
861,West,entity,7,Top>Person>LastName,N
903,tourist,concept,19,Top>Person,N
962,$,concept,8,Top>Unit>Currency,N
981,room,concept,13,Top>Location>Facility,N
983,room,concept,15,Top>Location>Facility,N
990,doomed,concept,6,Top,N
1018,Paradise Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1035,tourist,concept,16,Top>Person,N
1089,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1095,breakfast,concept,8,Top>Event,N
1096,breakfast,concept,9,Top>Product>Food,N
1098,dinner,concept,11,Top>Product>Food,N
1100,dinner,concept,13,Top>Event,N
1112,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1121,depressing,concept,3,Top,N
1122,food,concept,4,Top>Product>Food,N
1128,kind,concept,2,Top>OtherEntity>Class,N
1161,store,concept,13,Top>Location>Facility>Market,N
1162,souvenir,concept,14,Top,N
1221,Palestinian,concept,22,Top>Person,N
1242,Palestinian,concept,7,Top,N
1252,territory,concept,17,Top>Location,N
1257,AC,entity,4,Top,N
1262,bed,concept,5,Top>Location>GeographicalEntity>WaterForm>Channel,N
1266,salad,concept,9,Top>Product>Food>CookedPlate,N
1272,soup,concept,15,Top>Product>Food>CookedPlate,N
1286,mattress,concept,29,Top>Product,N
1306,selection,concept,1,Top>Organization,N
1307,people,concept,2,Top>Person,N
1308,lunch,concept,3,Top>Product>Food,N
1309,welcome,concept,4,Top>OtherEntity,N
1310,buffet,concept,5,Top,N
1311,food,concept,6,Top>Product>Food,N
1313,reception,concept,8,Top,N
1315,area,concept,10,Top>Location,N
1327,Wi-Fi,concept,10,Top>OtherEntity>MethodSystem,N
1364,Church of Nativity,entity,4,Top>Location>Facility,N
1371,hotel,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1378,center,concept,13,Top,N
1385,foot,concept,20,Top>LivingThing>BodyPart,N
1388,restaurant,concept,23,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N
1391,buffet,concept,26,Top,N
1395,center,concept,30,Top>Location,N
1396,road,concept,31,Top>Location>Facility>Line,N
1400,city,concept,35,Top>Location>GeoPoliticalEntity>City,N
1404,foot,concept,39,Top>Unit>PhysicalExtentUnit,N
1408,center,concept,43,Top>Location>Facility,N
1410,road,concept,45,Top>Location>Facility>Line,N
1415,Wi-Fi,concept,50,Top>OtherEntity>MethodSystem,N
1420,ground floor,concept,55,Top>Location>Facility,N
1465,food,concept,14,Top>Product>Food,N
1481,brake,concept,4,Top>Product>Machine>Instrument,N
1485,shock,concept,8,Top>OtherEntity>Disease,N
1497,stairs,concept,20,Top>Product,N
1549,salad,concept,6,Top>Product>Food>CookedPlate,N
1551,cold,concept,8,Top>OtherEntity>Disease,N
1558,cold,concept,15,Top>Event>NaturalPhenomena,N
1568,compass,concept,4,Top>Product,N
1570,buffet,concept,6,Top,N
1573,traveler,concept,9,Top>Person,N
1582,noise,concept,18,Top,N
1583,tavern,concept,19,Top>Location>Facility,N
1728,place,concept,6,Top>Location,N
1733,person,concept,11,Top>Person,N
1739,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1751,coach,concept,2,Top>OtherEntity>Vocation,N
1756,friend,concept,7,Top>Person,N
1760,administrator,concept,11,Top>OtherEntity>Vocation,N
1761,bass,concept,12,Top>Product>Food>Fishfood,N
1764,bass,concept,15,Top>Product>Machine>Instrument,N
1767,wedding,concept,18,Top>Event>Occasion,N
1768,manager,concept,19,Top>OtherEntity>Title,N
1769,executive,concept,20,Top>OtherEntity>Title,N
1770,volume,concept,21,Top>Unit>VolumeUnit,N
1772,bass,concept,23,Top>Product,N
1775,noise,concept,26,Top,N
1782,hole,concept,1,Top>Location>GeographicalEntity>LandForm,N
1785,corridor,concept,4,Top>Location>Facility>FacilityPart,N
1786,black,concept,5,Top>OtherEntity>Color,N
1793,paradise,concept,12,Top>Location,N
1797,garbage,concept,16,Top,N
1802,room,concept,21,Top>Location>Facility,N
1804,hole,concept,23,Top>Location,N
1808,room,concept,27,Top>Location>Facility,N
1823,dinner,concept,6,Top>Product>Food,N
1825,dinner,concept,8,Top>Event,N
1907,bed,concept,7,Top>Location>GeographicalEntity>WaterForm>Channel,N
1908,owner,concept,8,Top>Person,N
1909,channel,concept,9,Top>Location>GeographicalEntity>WaterForm>Channel,N
1916,baby,concept,16,Top>Person,N
1917,condition,concept,17,Top,N
1919,demand,concept,19,Top,N
1922,child,concept,22,Top>Person,N
1928,channel,concept,28,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,N
1933,kid,concept,33,Top>Person,N
1941,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1998,living room,concept,6,Top>Location>Facility,N
2001,room,concept,9,Top>Location>Facility,N
2299,compass,concept,7,Top>Product,N
2310,area,concept,18,Top>Location,N
2312,range,concept,20,Top>Location>GeographicalEntity>LandForm>Mountain,N
2317,ground floor,concept,25,Top>Location>Facility,N
2318,tavern,concept,26,Top>Location>Facility,N
2352,coolness,concept,11,Top>OtherEntity,N
2383,unit,concept,1,Top>Unit,N
2412,painting,concept,30,Top>Product>CulturalProduct>Picture,N
2415,guide,concept,33,Top>OtherEntity>Vocation,N
2443,room,concept,61,Top>Location>Facility,N
2564,cup,concept,8,Top>Event>Occasion>Games,N
2587,breakfast,concept,6,Top>Event,N
2588,breakfast,concept,7,Top>Product>Food,N
2589,city,concept,8,Top>Location>GeoPoliticalEntity>City,N
2591,dinner,concept,10,Top>Product>Food,N
2601,dinner,concept,20,Top>Event,N
2602,complex,concept,21,Top>Organization,N
2640,hall,concept,22,Top>Location>Facility,N
2643,container,concept,25,Top>Product>Utensil>Container,N
2693,Angle Hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
2696,family,concept,3,Top>Organization,N
2710,street,concept,3,Top>Location>Facility>Line,N
2717,dog,concept,10,Top>LivingThing>Animal>Vertebrate>Mammal,N
2754,corn,concept,8,Top>Product>Food>FruitOrVegetable,N
2760,glass,concept,14,Top,N
2770,soup,concept,24,Top>Product>Food>CookedPlate,N
2771,cold,concept,25,Top>OtherEntity>Disease,N
2773,glass,concept,27,Top>Product>Utensil>Container,N
2787,creativity,concept,41,Top,N
2789,corn,concept,43,Top>LivingThing>Flora,N
2794,cold,concept,48,Top>Event>NaturalPhenomena,N
2803,starch,concept,57,Top,N
2808,room,concept,5,Top>Location>Facility,N
2809,room,concept,6,Top>Location>Facility,N
2824,partner,concept,10,Top>Person,N
2829,room,concept,15,Top>Location>Facility,N
2831,room,concept,17,Top>Location>Facility,N
2877,bathroom,concept,12,Top>Location>Facility,N
2895,complaint,concept,7,Top>OtherEntity>Disease,N
2897,restaurant,concept,9,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N
2899,coffee shop,concept,11,Top>Location>Facility,N
2907,complaint,concept,19,Top,N
2988,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
3019,drawback,concept,12,Top,N
3029,fire,concept,1,Top>Event>NaturalDisaster,N
3030,hallway,concept,2,Top>Location>Facility,N
3032,explanation,concept,4,Top,N
3058,buffet,concept,7,Top,N
3060,food,concept,9,Top>Product>Food,N
3099,room,concept,10,Top>Location>Facility,N
3101,room,concept,12,Top>Location>Facility,N
3129,complex,concept,25,Top>Organization,N
3241,restaurant,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N
3260,disaster,concept,5,Top>Event>NaturalDisaster,N
3269,bed,concept,4,Top>Location>GeographicalEntity>WaterForm>Channel,N
3327,complex,concept,16,Top>Organization,N
3333,place,concept,2,Top>Location,N
3334,child,concept,3,Top>Person,N
3413,area,concept,38,Top>Location,N
3480,match,concept,3,Top>Event>Occasion>Games,N
3481,child,concept,4,Top>Person,N
3482,service,concept,5,Top>Product>ProfessionalService,N
3483,rude,concept,6,Top>Person,N
3485,rude,concept,8,Top>Person,N
3489,Jerusalem,entity,3,Top>Location>GeoPoliticalEntity>City,N
3492,Tiberias,entity,6,Top,N
3496,street,concept,4,Top>Location>Facility>Line,N
3515,tobacco,concept,23,Top>OtherEntity>Color,N
3522,tobacco,concept,30,Top>LivingThing>Flora,N
3524,living room,concept,32,Top>Location>Facility,N
3564,street,concept,1,Top>Location>Facility>Line,N
3565,advent,concept,2,Top>Event,N
3566,carpet,concept,3,Top>Product,N
3569,area,concept,6,Top>Location,N
3571,mattress,concept,8,Top>Product,N
3572,noise,concept,9,Top,N
3576,Belen,entity,2,Top>Location>GeoPoliticalEntity>City,N
3590,place,concept,12,Top>Location,N
3597,gas,concept,19,Top,N
3696,border,concept,5,Top>Location,N
3700,border,concept,9,Top>Location,N
3703,dinner,concept,12,Top>Product>Food,N
3706,border,concept,15,Top,N
3710,border,concept,19,Top>Location,N
3712,dinner,concept,21,Top>Event,N
3718,food,concept,4,Top>Product>Food,N
3778,condition,concept,4,Top,N
3800,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
3855,guest,concept,1,Top>Person,N
3856,construcción,concept,2,Top>Location>Facility,N
3862,farm,concept,8,Top>Location>Facility,N
3863,job,concept,9,Top>OtherEntity>Vocation,N
3868,guest,concept,14,Top>Person,N
3892,store,concept,2,Top>Location>Facility,N
3895,hill,concept,5,Top>Location>GeographicalEntity>LandForm>Mountain,N
3897,hill,concept,7,Top>Location,N
3899,hill,concept,9,Top>Location>GeographicalEntity>LandForm>Mountain,N
3901,store,concept,11,Top>Location>Facility>Market,N
3903,cut,concept,13,Top>Organization,N
3908,store,concept,18,Top>Location>Facility>Market,N
3925,taxi,concept,7,Top,N
3929,plug,concept,11,Top>Product,N
3980,Head waiter,entity,1,Top>OtherEntity>Title,N
3989,elevator,concept,2,Top>Location>Facility,N
4007,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
4009,hawk,concept,4,Top>LivingThing>Animal>Vertebrate>Bird,N
4036,kind,concept,4,Top>Organization,N
4038,kind,concept,6,Top>OtherEntity>Class,N
4125,food,concept,7,Top>Product>Food,N
4184,Cold WaterHairdryer,entity,5,Top,N
4188,Free WI-Fi Access,entity,9,Top,N
4194,andBaby Cot,entity,15,Top>Person>FullName,N
4204,iron,concept,3,Top>Product>Substance>ChemicalElement,N
4205,fire,concept,4,Top>Event>NaturalDisaster,N
4237,request,concept,36,Top,N
4272,star,concept,5,Top>OtherEntity>Vocation,N
4274,woman,concept,7,Top>Person,N
4282,star,concept,15,Top>Location>AstralBody>Star,N
4356,buffet,concept,17,Top,N
4359,board,concept,20,Top>Organization>Government,N
4362,breakfast,concept,23,Top>Event,N
4365,breakfast,concept,26,Top>Product>Food,N
4373,staff,concept,34,Top>Organization,N
4374,dinner,concept,35,Top>Product>Food,N
4381,dinner,concept,42,Top>Event,N
4386,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
4420,painting,concept,23,Top>Product>CulturalProduct>Picture,N
4424,breakfast,concept,27,Top>Event,N
4426,breakfast,concept,29,Top>Product>Food,N
4429,egg,concept,32,Top>Product>Food,N
4440,meal,concept,43,Top>Product>Food,N
4523,service,concept,15,Top>Product>ProfessionalService,N
4524,plug,concept,16,Top>Product,N
4540,wireless,concept,32,Top,N
4547,breakfast,concept,6,Top>Event,N
4548,breakfast,concept,7,Top>Product>Food,N
4588,community,concept,10,Top>Organization,N
4602,bedroom,concept,11,Top>Location>Facility,N
4612,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
4639,meal,concept,29,Top>Product>Food,N
4642,mistake,concept,32,Top>OtherEntity,N
4644,kid,concept,34,Top>Person,N
4702,Price,entity,1,Top>Person>LastName,N
4704,Bethlehem,entity,3,Top>Location>GeoPoliticalEntity,N
4709,complaint,concept,5,Top>OtherEntity>Disease,N
4714,food,concept,10,Top>Product>Food,N
4718,complaint,concept,14,Top,N
4721,body,concept,17,Top,N
4742,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
4767,cold,concept,9,Top>OtherEntity>Disease,N
4776,cold,concept,18,Top>Event>NaturalPhenomena,N
4782,Manger Square,entity,4,Top>Location>Address,N
4794,queen,concept,11,Top,N
4795,breakfast,concept,12,Top>Event,N
4796,breakfast,concept,13,Top>Product>Food,N
4810,monarch,concept,27,Top>OtherEntity>Title,N
4822,fresh fruit,concept,8,Top,N
4829,cocktail,concept,15,Top>Product>Food>Beverage,N
4830,cocktail,concept,16,Top>Event,N
4835,fruit,concept,21,Top>Product>Food>FruitOrVegetable,N
4837,cocktail,concept,23,Top>Product>Food>Beverage,N
4847,plumbing,concept,5,Top>Location>Facility,N
4879,pick,concept,14,Top,N
4922,food,concept,3,Top>Product>Food,N
4945,AC,entity,1,Top,N
4947,staff,concept,2,Top>Organization,N
4950,room,concept,5,Top>Location>Facility,N
4951,room,concept,6,Top>Location>Facility,N
4979,Jacob,entity,6,Top>Person,N
5119,location,concept,2,Top>Location>Address,N
5120,location,concept,3,Top>Location,N
5138,food,concept,11,Top>Product>Food,N
5146,dinner,concept,19,Top>Product>Food,N
5149,area,concept,22,Top>Location,N
5150,popular,concept,23,Top,N
5156,dinner,concept,29,Top>Event,N
5187,hotel I,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
5190,people,concept,3,Top>Person,N
5211,Gaza,entity,2,Top>Location>GeoPoliticalEntity>City,N
5228,Israelite,concept,14,Top,N
5229,staff,concept,15,Top>Organization,N
5239,Israeli,concept,25,Top,N
5257,Arboretum Hotel,entity,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
5259,Google Maps,entity,6,Top>Product>ProfessionalService>TelecommunicationsService,N
5292,transliteration,concept,33,Top,N
5294,Spa,entity,1,Top>Person>LastName,N
5295,worker,concept,1,Top>OtherEntity>Vocation,N
5302,restaurant,concept,8,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N
5328,Gaza,entity,3,Top>Location>GeoPoliticalEntity>City,N
5330,loss,concept,1,Top,N
5341,snooker,concept,12,Top>OtherEntity>Doctrine>Sports,N
5346,swimming-pool,concept,17,Top>Location>Facility,N
5348,pool,concept,19,Top>Location>GeographicalEntity>WaterForm,N
5353,woman,concept,3,Top>Person,N
5355,food,concept,5,Top>Product>Food,N
5356,snooker,concept,6,Top>OtherEntity>Doctrine>Sports,N
5357,swimming-pool,concept,7,Top>Location>Facility,N
5360,pool,concept,10,Top>Location>GeographicalEntity>WaterForm,N
5363,Gaza,entity,2,Top>Location>GeoPoliticalEntity>City,N
5373,access,concept,4,Top>Process,N
5379,place,concept,10,Top>Location,N
5447,north,entity,3,Top>Location,N
5448,south,entity,4,Top>Location,N
5450,access,concept,2,Top>Process,N
5453,south,concept,5,Top>Location,N
5460,window,concept,12,Top>Product,N
5462,north,concept,14,Top>Location,N
5492,loft,concept,4,Top>Location>Facility,N
5496,space,concept,8,Top>Location,N
5499,space,concept,11,Top>Unit>SpaceUnit,N
5501,road,concept,13,Top>Location>Facility>Line,N
5507,bathroom,concept,19,Top>Location>Facility,N
5512,road,concept,24,Top>Location>Facility>Line,N
5513,area,concept,25,Top>Location,N
5515,waste,concept,27,Top,N
5527,attic,concept,39,Top>Location>Facility,N
5532,Al Deira,entity,2,Top>Person>FullName,N
5573,bookshop,concept,3,Top>Location>Facility>Market,N
5574,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
5584,Israelite,concept,14,Top,N
5588,conflict,concept,18,Top>Event,N
5590,Israeli,concept,20,Top,N
5591,conflict,concept,21,Top>Event>War,N
5606,electricity,concept,3,Top,N
5607,blockade,concept,4,Top,N
5632,connection,concept,2,Top>Process,N
5634,simile,concept,4,Top,N
5645,food,concept,15,Top>Product>Food,N
5658,connection,concept,28,Top,N
5664,wireless,concept,34,Top,N
5690,location,concept,4,Top>Location>Address,N
5692,shower,concept,6,Top>Event>NaturalPhenomena,N
5693,location,concept,7,Top>Location,N
5745,trip,concept,6,Top,N
5759,museum,concept,20,Top>Organization>ArtisticOrganization>Museum,N
5806,bread,concept,10,Top>Product>Food>CookedPlate,N
5969,people,concept,2,Top>Person,N
5973,breakfast,concept,6,Top>Event,N
5974,tomato,concept,7,Top>Product>Food>FruitOrVegetable,N
5975,breakfast,concept,8,Top>Product>Food,N
5976,egg,concept,9,Top>Product>Food,N
5978,heating system,concept,11,Top,N
5979,hummus,concept,12,Top>Product>Food>CookedPlate,N
5981,yoghourt,concept,14,Top>Product>Food>DairyProduct,N
6138,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6143,swimming-pool,concept,14,Top>Location>Facility,N
6145,pool,concept,16,Top>Location>GeographicalEntity>WaterForm,N
6149,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6150,bed,concept,4,Top>Location>GeographicalEntity>WaterForm>Channel,N
6154,heater,concept,8,Top>OtherEntity>Vocation,N
6155,heater,concept,9,Top>Product>Machine>ElectricalAppliance,N
6157,heater,concept,11,Top>Product>Machine>ElectricalAppliance,N
6158,cold,concept,12,Top>OtherEntity>Disease,N
6163,garbage,concept,17,Top,N
6170,room,concept,24,Top>Location>Facility,N
6171,bottle,concept,25,Top>Product>Utensil>Container,N
6173,cold,concept,27,Top>Event>NaturalPhenomena,N
6176,room,concept,30,Top>Location>Facility,N
6187,cold,concept,7,Top>OtherEntity>Disease,N
6193,cold,concept,13,Top>Event>NaturalPhenomena,N
6225,check,concept,5,Top>Product>CulturalProduct>Printing,N
6227,special,concept,7,Top>Product>CulturalProduct>Broadcast,N
6234,credit card,concept,14,Top>Product,N
6235,room,concept,15,Top>Location>Facility,N
6237,room,concept,17,Top>Location>Facility,N
6240,location,concept,2,Top>Location>Address,N
6242,location,concept,4,Top>Location,N
6329,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6365,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6369,breakfast,concept,5,Top>Event,N
6370,breakfast,concept,6,Top>Product>Food,N
6371,maintenance,concept,7,Top,N
6373,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6375,swimming-pool,concept,11,Top>Location>Facility,N
6376,room,concept,12,Top>Location>Facility,N
6377,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6378,room,concept,14,Top>Location>Facility,N
6390,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6426,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6430,breakfast,concept,5,Top>Event,N
6431,breakfast,concept,6,Top>Product>Food,N
6432,maintenance,concept,7,Top,N
6434,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6436,swimming-pool,concept,11,Top>Location>Facility,N
6437,room,concept,12,Top>Location>Facility,N
6438,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6439,room,concept,14,Top>Location>Facility,N
6451,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6487,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6491,breakfast,concept,5,Top>Event,N
6492,breakfast,concept,6,Top>Product>Food,N
6493,maintenance,concept,7,Top,N
6495,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6497,swimming-pool,concept,11,Top>Location>Facility,N
6498,room,concept,12,Top>Location>Facility,N
6499,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6500,room,concept,14,Top>Location>Facility,N
6512,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6548,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6552,breakfast,concept,5,Top>Event,N
6553,breakfast,concept,6,Top>Product>Food,N
6554,maintenance,concept,7,Top,N
6556,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6558,swimming-pool,concept,11,Top>Location>Facility,N
6559,room,concept,12,Top>Location>Facility,N
6560,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6561,room,concept,14,Top>Location>Facility,N
6573,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6609,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6613,breakfast,concept,5,Top>Event,N
6614,breakfast,concept,6,Top>Product>Food,N
6615,maintenance,concept,7,Top,N
6617,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6619,swimming-pool,concept,11,Top>Location>Facility,N
6620,room,concept,12,Top>Location>Facility,N
6621,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6622,room,concept,14,Top>Location>Facility,N
6634,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6670,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6674,breakfast,concept,5,Top>Event,N
6675,breakfast,concept,6,Top>Product>Food,N
6676,maintenance,concept,7,Top,N
6678,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6680,swimming-pool,concept,11,Top>Location>Facility,N
6681,room,concept,12,Top>Location>Facility,N
6682,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6683,room,concept,14,Top>Location>Facility,N
6695,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6731,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6735,breakfast,concept,5,Top>Event,N
6736,breakfast,concept,6,Top>Product>Food,N
6737,maintenance,concept,7,Top,N
6739,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6741,swimming-pool,concept,11,Top>Location>Facility,N
6742,room,concept,12,Top>Location>Facility,N
6743,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6744,room,concept,14,Top>Location>Facility,N
6756,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6792,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6796,breakfast,concept,5,Top>Event,N
6797,breakfast,concept,6,Top>Product>Food,N
6798,maintenance,concept,7,Top,N
6800,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6802,swimming-pool,concept,11,Top>Location>Facility,N
6803,room,concept,12,Top>Location>Facility,N
